i,position.x,position.y,position.z,rotation.x,rotation.y,rotation.z,scale.x,scale.y,scale.z,color.x,color.y,color.z
184,6418.199776356037,1898.5890801845453,173.79292973249375,0.0,0.0,0.0,225.927001953125,217.615478515625,240.25677490234375,1.0,1.0,1.0
185,500.26252049666186,-999.6699530185797,-1734.6045312050064,0.0,0.0,0.0,172.0482177734375,175.45703125,160.62091064453125,1.0,1.0,1.0
186,4385.410713856037,1266.0920098720453,-989.3041543129164,0.0,0.0,0.0,260.354248046875,295.482177734375,317.4961166381836,1.0,1.0,1.0
187,-7576.359061534588,1196.5187676845453,-384.1941613319593,0.0,0.0,0.0,267.9052734375,260.793701171875,301.62994384765625,1.0,1.0,1.0
188,5712.472969715412,633.7748712001703,-1094.6070641639903,0.0,0.0,0.0,167.2568359375,154.17626953125,184.31491088867188,1.0,1.0,1.0
189,-3578.868460948651,-1555.2241522373297,-2281.7847069862564,0.0,0.0,0.0,252.2723388671875,289.6689453125,295.49578857421875,1.0,1.0,1.0
190,7047.237129871662,-2367.5073553623297,-1046.8362816932877,0.0,0.0,0.0,213.1142578125,246.4365234375,216.47735595703125,1.0,1.0,1.0
191,-7738.003836925213,-497.8179022373297,-2720.4134301307877,0.0,0.0,0.0,197.772216796875,168.369140625,176.62060546875,1.0,1.0,1.0
192,-5299.956229503338,-1741.5940252842047,-2715.4829491737564,0.0,0.0,0.0,232.9365234375,231.151611328125,248.72052001953125,1.0,1.0,1.0
193,1553.0487753794744,-2676.9189764560797,-1858.1651391151627,0.0,0.0,0.0,299.3988037109375,316.89697265625,342.456787109375,1.0,1.0,1.0
194,5501.228096668537,-3589.0293280185797,-2109.5911645057877,0.0,0.0,0.0,161.742919921875,149.80615234375,131.5548095703125,1.0,1.0,1.0
195,-5688.480399425213,1589.4633477626703,-3019.8782738807877,0.0,0.0,0.0,205.789306640625,176.517578125,222.0478515625,1.0,1.0,1.0
